timestamp,name,host,method,avg_ms,min_ms,max_ms,rtts,sent,received,packet_loss_pct,http_status,error
2025-09-26T10:46:36.462069Z,Bing,www.bing.com,http,,,,[],4,0,100.0,,"HTTPSConnectionPool(host='www.bing.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000233936C4250>: Failed to resolve 'www.bing.com' ([Errno 11001] getaddrinfo failed)""))"
2025-09-26T10:46:36.525148Z,Cloudflare DNS,1.1.1.1,http,,,,[],4,0,100.0,,"HTTPSConnectionPool(host='1.1.1.1', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x00000233936C6D10>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))"
2025-09-26T10:47:29.348853Z,Google DNS,8.8.8.8,icmp,66.0,42.0,88.0,"[59, 75, 88, 42]",4,4,0.0,,
2025-09-26T10:47:32.445156Z,Google,www.google.com,http,1211.4194000023417,64.0,278.0,"[278, 87, 87, 64]",4,4,0.0,200,
2025-09-26T10:47:36.825850Z,Yahoo,www.yahoo.com,http,1111.01609999605,65.0,182.0,"[182, 65, 77, 106]",4,4,0.0,429,
2025-09-26T10:47:41.133091Z,Bing,www.bing.com,http,917.5839999952586,51.0,88.0,"[55, 88, 51, 73]",4,4,0.0,200,
2025-09-26T10:47:45.210373Z,Cloudflare DNS,1.1.1.1,icmp,71.75,51.0,85.0,"[51, 72, 79, 85]",4,4,0.0,,
2025-09-26T10:48:29.346549Z,Google DNS,8.8.8.8,icmp,70.5,39.0,84.0,"[78, 81, 84, 39]",4,4,0.0,,
2025-09-26T10:48:32.450286Z,Google,www.google.com,http,1298.8887000101386,42.0,86.0,"[62, 71, 86, 42]",4,4,0.0,200,
2025-09-26T10:48:36.867442Z,Yahoo,www.yahoo.com,http,965.0664999935543,66.0,104.0,"[66, 78, 95, 104]",4,4,0.0,429,
2025-09-26T10:48:41.013984Z,Bing,www.bing.com,http,936.3146999967285,56.0,81.0,"[56, 81, 73, 77]",4,4,0.0,200,
2025-09-26T10:48:45.121174Z,Cloudflare DNS,1.1.1.1,icmp,70.5,60.0,81.0,"[81, 64, 60, 77]",4,4,0.0,,
2025-09-26T10:49:29.349142Z,Google DNS,8.8.8.8,icmp,74.75,59.0,89.0,"[59, 71, 80, 89]",4,4,0.0,,
2025-09-26T10:49:32.516209Z,Google,www.google.com,http,2168.778499995824,59.0,91.0,"[66, 59, 65, 91]",4,4,0.0,200,
2025-09-26T10:49:37.864710Z,Yahoo,www.yahoo.com,http,1736.4058000093792,306.0,374.0,"[352, 362, 374, 306]",4,4,0.0,429,
2025-09-26T10:49:42.974624Z,Bing,www.bing.com,http,886.6310000012163,25.0,90.0,"[90, 25, 28, 40]",4,4,0.0,200,
2025-09-26T10:49:46.980341Z,Cloudflare DNS,1.1.1.1,icmp,80.75,71.0,97.0,"[71, 97, 72, 83]",4,4,0.0,,
2025-09-26T10:50:29.334786Z,Google DNS,8.8.8.8,icmp,68.25,41.0,87.0,"[72, 73, 87, 41]",4,4,0.0,,
